"","bhk","rent","size","floor","area_type","city","furnishing_status","tenant_preferred","bathroom","point_of_contact","total_floor"
"1551",2,16000,1155,3,"Super Area","Bangalore","Semi-Furnished","Family",2,"Contact Owner",4
"1552",1,7500,440,3,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"1553",2,20000,1040,1,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Agent",7
"1555",3,30000,1200,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"1556",3,20000,1600,2,"Super Area","Bangalore","Semi-Furnished","Family",3,"Contact Agent",3
"1558",2,17000,1000,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"1559",2,15000,1200,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"1560",1,6000,400,4,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5
"1561",2,16000,950,1,"Carpet Area","Bangalore","Furnished","Bachelors/Family",3,"Contact Owner",1
"1562",2,9500,530,1,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"1563",1,8000,300,0,"Carpet Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"1564",2,15000,1000,0,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"1565",1,12000,450,3,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"1566",1,10000,600,0,"Carpet Area","Bangalore","Semi-Furnished","Bachelors",1,"Contact Owner",1
"1567",2,16000,1100,2,"Super Area","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"1568",1,11000,400,1,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"1569",2,11000,700,1,"Super Area","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"1570",2,20000,1105,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"1571",3,24000,1430,3,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"1572",2,14500,850,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"1573",1,4000,650,1,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"1574",2,12000,1200,0,"Super Area","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"1575",2,8500,600,1,"Super Area","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"1576",1,9000,400,2,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"1578",2,10500,1100,0,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",1
"1579",2,12000,900,1,"Super Area","Bangalore","Unfurnished","Bachelors",2,"Contact Owner",5
"1580",3,32000,1300,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"1581",2,15000,1000,0,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Owner",1
"1582",3,21000,1000,1,"Carpet Area","Bangalore","Furnished","Bachelors/Family",3,"Contact Owner",2
"1583",2,12000,900,0,"Carpet Area","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Agent",1
"1584",1,7000,800,1,"Carpet Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Agent",1
"1585",2,15000,750,1,"Super Area","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"1586",2,11400,1100,2,"Carpet Area","Bangalore","Unfurnished","Bachelors",2,"Contact Owner",5
"1587",2,15000,1200,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"1588",2,19000,1000,0,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Agent",2
"1589",2,27000,1000,4,"Carpet Area","Bangalore","Semi-Furnished","Bachelors",2,"Contact Agent",4
"1590",3,48000,2000,2,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Agent",4
"1591",1,7000,550,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"1592",2,15000,1130,0,"Super Area","Bangalore","Unfurnished","Family",2,"Contact Owner",4
"1593",2,10000,600,0,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",1
"1594",1,7000,100,1,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"1595",2,9000,500,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5
"1596",1,8000,600,0,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"1597",2,35000,1200,1,"Carpet Area","Bangalore","Semi-Furnished","Bachelors",2,"Contact Agent",5
"1598",2,16000,850,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"1599",1,4500,600,1,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"1600",2,16000,600,1,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"1601",2,10000,700,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"1602",1,8000,400,1,"Carpet Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",1
"1603",1,6000,400,3,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"1604",2,13000,1000,1,"Carpet Area","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"1605",2,10000,1200,0,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"1606",3,55000,1603,6,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Agent",17
"1607",3,15000,1200,0,"Super Area","Bangalore","Semi-Furnished","Family",3,"Contact Owner",2
"1608",1,12000,420,2,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Agent",5
"1609",2,9000,1200,3,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"1610",3,36000,1771,10,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Agent",18
"1611",3,37000,1200,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Owner",3
"1612",2,6000,700,1,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"1613",1,17000,610,10,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",10
"1614",1,8000,800,3,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"1615",1,7500,550,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"1616",2,9500,750,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"1617",2,13500,700,1,"Carpet Area","Bangalore","Semi-Furnished","Bachelors",2,"Contact Owner",3
"1618",1,9000,600,2,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"1619",1,7000,360,0,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"1620",2,12000,800,2,"Super Area","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"1622",2,12000,1200,1,"Super Area","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"1623",1,8500,480,2,"Super Area","Bangalore","Furnished","Bachelors/Family",1,"Contact Owner",3
"1624",2,18000,1000,0,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"1625",1,11000,800,0,"Super Area","Bangalore","Semi-Furnished","Family",1,"Contact Owner",3
"1626",3,18000,900,2,"Super Area","Bangalore","Furnished","Bachelors/Family",2,"Contact Owner",3
"1627",3,17000,1450,0,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Owner",2
"1628",1,6500,400,0,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"1629",2,11500,700,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"1630",2,22000,1000,2,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Agent",6
"1631",1,13000,450,3,"Carpet Area","Bangalore","Furnished","Bachelors/Family",1,"Contact Owner",3
"1632",3,20000,773,2,"Carpet Area","Bangalore","Semi-Furnished","Bachelors",2,"Contact Agent",12
"1633",2,10000,1200,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"1634",2,15000,1000,2,"Super Area","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"1635",1,8000,150,2,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"1636",2,12000,865,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"1637",1,20000,600,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"1638",2,20000,800,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"1639",1,8000,200,0,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"1640",1,11000,600,1,"Carpet Area","Bangalore","Unfurnished","Bachelors",2,"Contact Owner",4
"1641",3,40000,1840,5,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Agent",14
"1642",2,10000,800,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"1643",3,30000,1600,2,"Carpet Area","Bangalore","Semi-Furnished","Family",2,"Contact Agent",4
"1644",2,8000,600,1,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"1645",2,15000,1100,3,"Carpet Area","Bangalore","Unfurnished","Bachelors",2,"Contact Owner",3
"1646",2,12000,950,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"1647",2,12000,905,3,"Super Area","Bangalore","Semi-Furnished","Family",2,"Contact Owner",6
"1648",3,20000,1200,0,"Carpet Area","Bangalore","Semi-Furnished","Bachelors",2,"Contact Owner",1
"1649",3,13000,1000,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"1650",2,17500,1080,1,"Super Area","Bangalore","Furnished","Bachelors/Family",2,"Contact Owner",4
"1651",1,8000,600,0,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"1652",2,8500,1000,0,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"1653",1,7500,600,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"1654",2,22000,1100,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"1655",1,6000,300,0,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"1656",2,32900,1200,3,"Carpet Area","Bangalore","Furnished","Bachelors/Family",1,"Contact Agent",6
"1657",2,15000,800,1,"Super Area","Bangalore","Furnished","Bachelors/Family",1,"Contact Owner",4
"1658",2,10000,535,3,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"1659",2,10000,800,1,"Super Area","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"1660",3,21000,1159,4,"Super Area","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"1661",4,63000,2650,16,"Carpet Area","Bangalore","Unfurnished","Bachelors",5,"Contact Agent",34
"1662",1,6900,50,0,"Carpet Area","Bangalore","Semi-Furnished","Bachelors",1,"Contact Owner",4
"1663",2,14000,700,2,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"1664",1,14500,550,4,"Super Area","Bangalore","Semi-Furnished","Bachelors",1,"Contact Agent",5
"1665",1,6500,700,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"1666",2,13000,600,1,"Super Area","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"1667",2,8000,600,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"1668",2,18000,1000,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"1669",2,20000,1100,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Owner",2
"1670",1,14000,750,3,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"1671",4,50000,2900,5,"Super Area","Bangalore","Furnished","Bachelors/Family",4,"Contact Owner",7
"1672",2,14500,990,1,"Super Area","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"1673",2,15000,1300,0,"Super Area","Bangalore","Furnished","Bachelors/Family",2,"Contact Owner",2
"1674",1,11500,550,2,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"1675",3,15000,1360,5,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",9
"1676",2,12000,600,2,"Carpet Area","Bangalore","Semi-Furnished","Bachelors",2,"Contact Owner",4
"1677",2,18000,1200,0,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",12
"1678",2,15000,1050,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"1679",2,12000,840,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"1680",2,25000,1050,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"1682",1,10000,500,2,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"1683",2,8000,900,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"1684",2,40000,1300,2,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Agent",4
"1685",2,12000,600,2,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"1686",2,16000,900,3,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Agent",5
"1687",2,23000,1100,2,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Agent",5
"1688",2,25000,1100,2,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Agent",10
"1689",1,7000,600,2,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"1690",2,17500,1250,1,"Carpet Area","Bangalore","Unfurnished","Bachelors",2,"Contact Owner",2
"1691",1,10000,415,3,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Agent",3
"1692",3,39000,1200,1,"Super Area","Bangalore","Furnished","Bachelors/Family",3,"Contact Owner",4
"1693",3,22000,1200,4,"Carpet Area","Bangalore","Unfurnished","Bachelors",2,"Contact Owner",4
"1694",2,18000,1000,2,"Super Area","Bangalore","Semi-Furnished","Family",2,"Contact Owner",4
"1695",2,23000,1300,3,"Super Area","Bangalore","Furnished","Bachelors/Family",2,"Contact Owner",4
"1696",2,20000,1150,2,"Carpet Area","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"1697",1,10000,450,3,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"1698",1,15000,600,5,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Agent",5
"1699",2,17000,1000,3,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"1700",3,56000,1900,6,"Carpet Area","Bangalore","Unfurnished","Bachelors",3,"Contact Agent",16
"1701",3,43000,1700,3,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Agent",4
"1702",2,25000,1100,2,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"1703",1,9000,500,1,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"1704",3,31000,1757,9,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Owner",10
"1705",1,6000,300,0,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"1706",1,5000,500,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"1707",2,16000,1200,0,"Super Area","Bangalore","Unfurnished","Bachelors",2,"Contact Owner",1
"1708",1,20000,800,0,"Carpet Area","Bangalore","Semi-Furnished","Family",1,"Contact Agent",5
"1709",3,28000,1281,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Owner",4
"1710",2,18000,1450,0,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"1711",1,12000,600,3,"Super Area","Bangalore","Semi-Furnished","Bachelors",1,"Contact Agent",3
"1712",2,20000,980,3,"Super Area","Bangalore","Furnished","Family",2,"Contact Owner",4
"1713",3,25000,1500,1,"Super Area","Bangalore","Semi-Furnished","Bachelors",3,"Contact Agent",7
"1714",3,35000,1800,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Agent",1
"1715",1,7000,400,1,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"1716",1,7500,600,0,"Carpet Area","Bangalore","Unfurnished","Bachelors",1,"Contact Owner",2
"1717",2,14000,1100,0,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"1718",2,20000,1100,1,"Carpet Area","Bangalore","Semi-Furnished","Bachelors",2,"Contact Owner",5
"1720",2,21000,1100,2,"Carpet Area","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"1721",2,15000,700,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"1722",1,5500,600,1,"Carpet Area","Bangalore","Unfurnished","Bachelors",1,"Contact Owner",2
"1723",2,10000,700,1,"Super Area","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"1724",1,7000,250,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"1725",2,11500,1200,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"1726",3,22000,1450,0,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Owner",4
"1727",2,19000,1221,2,"Carpet Area","Bangalore","Unfurnished","Bachelors",2,"Contact Owner",5
"1728",2,15000,1250,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"1729",2,10500,700,0,"Carpet Area","Bangalore","Semi-Furnished","Family",1,"Contact Owner",2
"1730",2,12000,700,1,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"1731",1,7000,200,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"1732",2,15000,1200,0,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",1
"1733",2,23000,600,3,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"1734",1,6500,600,3,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5
"1735",3,29000,1800,3,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Owner",4
"1736",2,12000,900,0,"Carpet Area","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"1737",2,10000,1000,2,"Super Area","Bangalore","Semi-Furnished","Bachelors",2,"Contact Owner",2
"1738",2,12500,500,1,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"1739",3,32000,1800,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Owner",4
"1740",1,8000,416,19,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",20
"1741",2,10500,600,3,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5
"1742",1,6000,400,1,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"1743",3,16000,1200,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"1744",3,45000,1600,1,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Agent",4
"1745",1,6000,500,0,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"1746",1,5000,500,1,"Super Area","Bangalore","Semi-Furnished","Family",1,"Contact Owner",4
"1747",3,14000,1800,5,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Owner",7
"1748",2,20000,900,0,"Carpet Area","Bangalore","Furnished","Bachelors/Family",2,"Contact Owner",12
"1749",1,11000,550,3,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Agent",4
"1750",1,5500,600,1,"Super Area","Bangalore","Unfurnished","Bachelors",1,"Contact Owner",2
"1751",3,55000,1800,1,"Carpet Area","Bangalore","Unfurnished","Bachelors",3,"Contact Agent",4
"1752",2,15000,976,1,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"1753",1,8500,350,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"1754",2,15000,1100,0,"Carpet Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"1755",2,12000,500,2,"Super Area","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"1756",1,7500,600,3,"Carpet Area","Bangalore","Semi-Furnished","Bachelors",1,"Contact Owner",3
"1757",2,16000,1100,2,"Super Area","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
